barcode	plateRow	plateColumn	numcells	Nuclei DAPI - Intensity Nucleus EGFP Mean - Median	Nuclei DAPI - Intensity Nucleus EGFP StdDev - StdDev	Nuclei DAPI - Intensity Nucleus EGFP Median - Median	Nuclei DAPI - Nucleus Area [µm²] - Sum	Nuclei DAPI - Nucleus Roundness - Sum	Nuclei DAPI - Nucleus DAPI SER Saddle 0 px - StdDev	Nuclei DAPI - Nucleus DAPI Haralick Homogeneity 1 px - Sum	Nuclei/Median_GFP	Number of Analyzed Fields	concenctration	treatment	hitscore	Nuclei DAPI - Nucleus DAPI SER Saddle 0 px - StdDev.bscore	Nuclei/Median_GFP.bscore
005AL100205B-KI_2_2	5	16	7734	2120.15149806	253.986689054	2148	2206259.42645	7157.77905818	0.00678896232636	4187.00247952	3.60055865922	9	3.3 uM	library	-2.99958856202234	-0.0104407234593407	0.240880254718431
005AL100205B-KI_2_2	5	17	7299	2174.91366906	214.55710636	2213	1915739.62697	6802.10882246	0.00722101109673	3840.26240193	3.2982376864	9	 	no inf	6.62501720673823	0.0101082260449799	-0.98805875735307
005AL100205B-KI_2_2	5	18	8058	2233.61788487	232.706411628	2265	2347358.78379	7460.81142405	0.00642234028044	4407.32375147	3.55761589404	9	 	no inf	16.6069813659126	-0.0375028169613492	-0.432188243261774
005AL100205B-KI_2_2	5	19	5676	1980.86729803	245.990570149	2008	1905957.54317	5216.56377269	0.00672427562514	3105.02454722	2.82669322709	9	10 uM	library	-13.7203402744355	-0.00205624091043077	-2.63976254032740
005AL100205B-KI_2_2	5	20	6692	1960.27344581	228.155431416	1975	2133410.72132	6209.39053395	0.00628513680129	3688.91372961	3.38835443038	9	3.3 uM	library	-8.2784941116061	-0.00202176865599554	-1.68926301631256
005AL100205B-KI_2_2	5	21	8600	2084.86804253	233.15424639	2101	2901054.71609	7957.63196509	0.00474014297452	5003.32927491	4.09328891004	9	10 uM	library	5.1381841108716	-0.0325940696293506	0.409067158862177
005AL100205B-KI_2_2	5	22	8280	1921.50900976	225.818683615	1930	2849435.38201	7637.89775897	0.00457427121632	4872.52705425	4.29015544041	9	3.3 uM	library	-0.424015914014269	0.0154014126448719	0.0981884131084467
005AL100205B-KI_2_2	6	3	7956	2343.87336912	204.34359147	2377	1982298.44037	7442.50786813	0.00712057138646	4126.13969597	3.3470761464	9	250 nM	18858	-10.3911672901663	0.0284954829530621	-0.063738224705112
005AL100205B-KI_2_2	6	4	8626	2448.61163706	235.972575834	2478	2546797.47873	7964.3469404	0.00644659136923	4799.91272387	3.4810330912	9	5 uM	Control X	6.48985056165945	-0.0125594660650725	-0.0283402743630237
005AL100205B-KI_2_2	6	5	8539	2429.0802139	209.336904646	2476	1991736.23743	7986.42446041	0.00727745201358	4390.45789683	3.44870759289	9	1.1 uM	library	9.21169944201305	0.0263919176070075	-0.494203115877124
005AL100205B-KI_2_2	6	6	8169	2281.99193548	264.971442784	2319	2484353.3357	7503.9775607	0.00684265665839	4548.33206978	3.52263906856	9	0.37 uM	library	-4.88636679949195	-0.00179776744446637	0.219744614048789
005AL100205B-KI_2_2	6	7	8444	2395.11688183	219.276638296	2438	1985053.72073	7904.48547871	0.00714679363322	4246.75599322	3.46349466776	9	1.1 uM	library	12.9371143721297	0.000325001938714607	0.0582591286046815
005AL100205B-KI_2_2	6	8	7650	2347.19372874	247.494563367	2390	1935652.02727	7147.78239053	0.00699519546916	3966.2245723	3.20083682008	9	0.37 uM	library	10.7837060402581	-0.0158277165256704	-0.278854880078839
005AL100205B-KI_2_2	6	9	7045	2186.19298246	229.971618377	2230	1764703.30612	6551.36187698	0.00807956294689	3557.45268366	3.15919282511	9	1.1 uM	library	-11.7243177621762	0.0352980288166481	-0.856278460443968
005AL100205B-KI_2_2	6	10	8230	2220.61359952	242.476734349	2256	2344693.27447	7643.83794374	0.00728204746664	4498.34327118	3.64804964539	9	0.37 uM	library	-8.85619264947707	0.00689610203868568	0.300717197568623
005AL100205B-KI_2_2	6	11	8259	2307.58988764	204.437827784	2354	1906889.78088	7708.72556832	0.00760589884949	4128.61550996	3.50849617672	9	1.1 uM	library	0.18886298353474	0.0138088757467868	-0.194250484185531
005AL100205B-KI_2_2	6	12	8601	2152.92613636	292.687397766	2176	2732733.03096	7947.64569644	0.00537157945677	4910.23940919	3.95266544118	9	0.37 uM	library	-20.4490469623301	-0.115002185726223	1.10710065876338
005AL100205B-KI_2_2	6	13	8276	2229.38253436	225.005517876	2274	1998043.88606	7727.46275207	0.00718140182906	4225.39863206	3.63940193492	9	1.1 uM	library	3.10327804317867	-0.0064629942607835	0.175419820609707
005AL100205B-KI_2_2	6	14	7904	2212.39567206	236.881627084	2253	1874926.35843	7389.30170689	0.00786520377834	3970.26464997	3.50821127386	9	0.37 uM	library	-2.15896312550497	0.0420953130300768	0.0304672608186473
005AL100205B-KI_2_2	6	15	7015	2151.53691275	216.8828268	2187	1684015.91223	6541.13522699	0.00827497210459	3427.48556197	3.20759030636	9	1.1 uM	library	-2.52002471167432	0.0390933224878172	-0.864971120769815
005AL100205B-KI_2_2	6	16	8671	2192.53551913	197.271323669	2235	2050531.33568	8135.38150679	0.00726109176149	4407.76531752	3.87964205817	9	0.37 uM	library	-0.344397205269232	-0.00323234878417957	1.18710782855219
005AL100205B-KI_2_2	6	17	7440	2259.89481895	241.470676307	2303	1773607.40942	6942.59382197	0.00774983209477	3779.06419942	3.23056882327	9	 	no inf	9.63571535602732	0.0207721600241692	-1.09428991792660
005AL100205B-KI_2_2	6	18	7934	2182.96010101	206.986152154	2223	1882377.35469	7406.37210855	0.00739954759732	3951.99385794	3.56905083221	9	 	no inf	3.97538064361850	0.000491912577777119	-0.298324397378511
005AL100205B-KI_2_2	6	19	6995	2027.80630631	243.134935508	2069	1769391.13006	6519.33690228	0.00746536893254	3569.68204923	3.38086031899	9	1.1 uM	library	-14.1462077863276	0.0215464711857244	-0.858603901872511
005AL100205B-KI_2_2	6	20	8160	2123.11607252	227.655771304	2147	2535545.51747	7539.9442005	0.00592413493332	4560.9879618	3.80065207266	9	0.37 uM	library	4.44938970033314	-0.0455958116480765	-0.338705004663889
005AL100205B-KI_2_2	6	21	8081	1981.17301038	258.003373365	1999	2635709.28091	7467.45372621	0.00493595796669	4705.31240913	4.04252126063	9	1.1 uM	library	-14.6035524621421	-0.0422280766984292	0.354134380294864
005AL100205B-KI_2_2	6	22	9955	2114.0816641	237.749542752	2123	3150594.52939	9211.94607262	0.00442529816579	5933.402716	4.68911917098	9	0.37 uM	library	14.7924154456768	-0.0152486939584726	1.40827547942333
005AL100205B-KI_2_2	7	3	7172	2221.04350325	217.121320101	2262	1857421.00577	6670.71624297	0.00731210687905	3779.3566399	3.17064544651	9	250 nM	18858	-20.1490881061278	0.0378364073847405	-0.179195231059811
005AL100205B-KI_2_2	7	4	9841	2505.02066116	233.411857471	2551	2253758.17117	9192.15480322	0.0072158851655	5024.03631366	3.85770286162	9	1 uM	Staurophorin	19.0103554112860	0.0319979523082258	1.53496731476237
005AL100205B-KI_2_2	7	5	7413	2227.61139896	199.899850765	2270	1902314.41737	6904.29914899	0.00756530680169	3910.74919324	3.26563876652	9	10 uM	library	-11.3299274142066	0.041603857419228	-0.629808092289952
005AL100205B-KI_2_2	7	6	6935	2237.19702602	255.816083673	2281	1722634.22953	6467.70299453	0.00698546656816	3569.81432585	3.0403331872	9	3.3 uM	library	-5.51961327369666	0.00457315347319447	-0.82410145153069
005AL100205B-KI_2_2	7	7	8282	2367.57605151	198.340661669	2415	1894474.7421	7712.25427074	0.00778269109856	4128.23711646	3.42939958592	9	10 uM	library	14.0814018606049	0.0367514232322503	0.374817658458427
005AL100205B-KI_2_2	7	8	7023	2285.96682464	216.956177192	2329	1628147.74446	6550.65995658	0.00735216092174	3535.92305663	3.0154572778	9	3.3 uM	library	7.42490748994419	0.00359677251536586	-0.421473316555707
005AL100205B-KI_2_2	7	9	7608	2173.2633294	193.212566946	2219	1766880.50045	7086.12744488	0.00755379840645	3780.07612719	3.42857142857	9	10 uM	library	-9.1580031035571	0.00091687758688206	0.381380133302267
005AL100205B-KI_2_2	7	10	7930	2273.59876483	202.98732586	2325	1841023.48693	7409.4092357	0.00711837779368	3977.82551247	3.41075268817	9	3.3 uM	library	3.19030314343487	-0.00541403502186847	0.000519581957680721
005AL100205B-KI_2_2	7	11	9248	2413.67104291	222.856352175	2462	2041891.61302	8607.30390744	0.00739074449215	4570.09893402	3.75629569456	9	10 uM	library	16.8569470794144	-0.00163944221745319	0.977911501102955
005AL100205B-KI_2_2	7	12	8643	2316.51111111	231.078970295	2362	1963317.29129	8062.22292643	0.00705840441946	4354.50127243	3.65918712955	9	3.3 uM	library	5.46221373948513	-0.0145178675443608	0.636382000823968
005AL100205B-KI_2_2	7	13	7123	2083.45150502	219.395375424	2126	1753957.41677	6612.57598879	0.007902196727	3602.10193041	3.3504233302	9	10 uM	library	-10.5652174906787	0.0351382378520406	-0.281641375338555
005AL100205B-KI_2_2	7	14	8238	2192.41806565	194.928702771	2239	1940971.20797	7633.23257122	0.00761525001292	4144.6082036	3.6793211255	9	3.3 uM	library	0.0518447405781639	0.0245258431308228	0.969861596526962
005AL100205B-KI_2_2	7	15	7442	2178.13995647	220.69240186	2225	1750959.45866	6940.48871109	0.00750229532514	3659.89977136	3.34471910112	9	10 uM	library	5.85290089169915	-0.0103380379969654	-0.0287157232279531
005AL100205B-KI_2_2	7	16	6512	2150.87181361	186.582638121	2198	1597388.83232	6104.54897112	0.00704597469102	3236.52194559	2.9626933576	9	3.3 uM	library	-0.859141415295288	-0.0186783939765302	-1.17596144463085
005AL100205B-KI_2_2	7	17	7773	2213.17730496	213.863014305	2262	1813666.99583	7228.49327013	0.00735000902774	3822.57053124	3.43633952255	9	10 uM	library	8.64696208928662	-0.00593239511499614	-0.0496933504524144
005AL100205B-KI_2_2	7	18	7451	2140.71052632	221.461003333	2183	1754563.12466	6957.62268053	0.00750089900477	3644.59729728	3.41319285387	9	3.3 uM	library	3.10512964105646	0.00433578527045983	-0.351339300671078
005AL100205B-KI_2_2	7	19	7592	2165.9580765	219.158326284	2209	1785054.69667	7087.48783341	0.0076513659485	3754.12072255	3.43684925306	9	10 uM	library	6.31394876326925	0.030549805093054	-0.268623336337595
005AL100205B-KI_2_2	7	20	8551	2008.98994975	189.370658217	2047	2125164.61015	7952.73184971	0.00695181032338	4479.908834	4.17733268197	9	3.3 uM	library	-3.53099715294852	0.0147109153450619	1.22463548254379
005AL100205B-KI_2_2	7	21	7036	2002.65820147	239.154596131	2028	2340672.32111	6486.18742955	0.00513824983231	4066.87248342	3.46942800789	9	10 uM	library	-7.29714723637657	-0.0322315117623529	-0.965268537919406
005AL100205B-KI_2_2	7	22	7282	1770.89425938	235.711382572	1781	2583698.30834	6720.52446904	0.00466668538554	4344.17178585	4.0887142055	9	3.3 uM	library	-21.8655193388406	-0.00286912337263732	0.00597634460643033
005AL100205B-KI_2_2	8	3	9272	2574.79456551	263.510398706	2610	2740674.3152	8585.27553576	0.00639009311609	5128.97785106	3.55249042146	9	250 nM	18858	20.5231108774417	-0.0213359712642312	0.330212514210426
005AL100205B-KI_2_2	8	4	7751	2139.03095975	272.839989069	2155	2431937.90021	7198.29320498	0.00589701221213	4380.36628846	3.59675174014	9	1 uM	Staurophorin	-28.4831301540677	-0.0513644538760157	0.0933672653824265
005AL100205B-KI_2_2	8	5	8041	2256.77894737	202.286926286	2298	2001358.50905	7510.99669018	0.00726975942924	4211.54131911	3.49912967798	9	1.1 uM	library	-8.57845296780834	0.0206169097809427	-0.570683004062168
005AL100205B-KI_2_2	8	6	6887	2228.69202899	236.280360983	2272	1733646.47251	6430.37383589	0.00795418678338	3516.28769882	3.03125	9	0.37 uM	library	-7.15272260190883	0.0606479660176355	-1.5012346571761
005AL100205B-KI_2_2	8	7	8429	2340.42105263	237.637364653	2391	1968810.09509	7889.64700001	0.00757890018439	4253.86610703	3.52530322041	9	1.1 uM	library	10.6707585697128	0.0213573692599501	0.0163393242261063
005AL100205B-KI_2_2	8	8	8137	2169.74545455	230.367338878	2209	2225671.67382	7554.04137614	0.00708494276601	4446.03250329	3.68356722499	9	0.37 uM	library	-7.36195316209927	-0.0156634051524384	0.95680279191309
005AL100205B-KI_2_2	8	9	8179	2278.7815534	207.301852112	2325	1871129.33942	7665.5111114	0.00734632505524	4086.89609087	3.51784946237	9	1.1 uM	library	2.83664794877668	-0.0147016344691594	0.00279184715483359
005AL100205B-KI_2_2	8	10	7607	2272.17065868	222.556479499	2322	1796921.24427	7100.1771906	0.00759519537318	3775.88974154	3.27605512489	9	0.37 uM	library	2.26820740029467	0.0206775023703822	-1.05787702620886
005AL100205B-KI_2_2	8	11	7603	2308.95705521	246.888593183	2356	1764844.3749	7070.74938632	0.00767948831755	3781.71232941	3.22707979626	9	1.1 uM	library	3.72911812587222	0.0129883080173414	-1.27792291203981
005AL100205B-KI_2_2	8	12	8263	2293.78894472	218.32693582	2336	1917945.42964	7702.36853082	0.00818566200748	4126.45569821	3.53724315068	9	0.37 uM	library	1.81456592023574	0.0512203810652482	-0.383305065184748
005AL100205B-KI_2_2	8	13	8142	2190.91621529	235.84538072	2239	1938197.18421	7583.51096373	0.00755483088701	4153.0351211	3.63644484145	9	1.1 uM	library	2.25894941090571	0.0109927639986183	-0.0630759759185585
005AL100205B-KI_2_2	8	14	8483	2284.01578947	203.075964229	2329	1938261.30638	7926.03500925	0.00724260430331	4202.22470553	3.64233576642	9	0.37 uM	library	10.1504595660534	-0.00116053177005684	0.208040019051220
005AL100205B-KI_2_2	8	15	7851	2196.29383886	195.06485256	2241	1824631.88705	7278.2403863	0.00800078547515	3890.98676068	3.50334672021	9	1.1 uM	library	7.18234816795349	0.0170745222922361	-0.196814894385432
005AL100205B-KI_2_2	8	16	8477	2185.01234568	172.240894714	2233	1929323.66225	7927.35162584	0.00733828906127	4175.69413436	3.79623824451	9	0.37 uM	library	2.72184888035361	-0.00383300589857969	0.704441012603582
005AL100205B-KI_2_2	8	17	7104	2104.50793992	194.766854019	2153	1803846.43873	6640.47808326	0.00667927138081	3753.7464394	3.29958197863	9	1.1 uM	library	-4.83637365679158	-0.049788570151695	-1.11434238968969
005AL100205B-KI_2_2	8	18	8067	2107.97841727	186.756020427	2155	1877762.53137	7509.60732833	0.00809992720607	3930.87291411	3.743387471	9	0.37 uM	library	-0.77952270655025	0.0378765096234314	0.00129983436186218
005AL100205B-KI_2_2	8	19	8010	2094.96295945	181.009622546	2142	1854955.75492	7482.19302999	0.00754204254405	3946.59382158	3.73949579832	9	1.1 uM	library	-2.19229188730522	0.0209138933448366	0.000402187404838121
005AL100205B-KI_2_2	8	20	8117	1984.25114155	188.882717857	2027	2155067.24468	7576.96163275	0.00655632556924	4285.53887561	4.0044400592	9	0.37 uM	library	-6.46763138712595	-0.0123675833352600	0.0503096408365028
005AL100205B-KI_2_2	8	21	8873	1936.73315364	209.282773813	1952	2827332.96295	8231.88758273	0.005753957861	5040.8506274	4.5455942623	9	1.1 uM	library	-16.8699082645590	0.00232590942818160	1.65153568306273
005AL100205B-KI_2_2	8	22	7798	1800.70511933	208.589585578	1814	2641857.11736	7217.41754699	0.00433729932496	4647.83646817	4.29878721058	9	0.37 uM	library	-18.5215335715491	-0.0259186635308954	-0.00597634460643303
005AL100205B-KI_2_2	9	3	8655	2401.64631043	279.507074609	2431	2785436.52297	8018.93357944	0.005445583205	4935.66752284	3.56026326615	9	250 nM	18858	0.222191745334988	-0.0703308384939816	0.280814746913580
005AL100205B-KI_2_2	9	4	9218	2525.38018479	253.306766748	2561	2731961.59192	8541.9227976	0.00647416261479	5066.90944097	3.59937524405	9	0.1 ugml	Interferin	20.5397752583419	-0.00760852742775689	0.0283402743630224
005AL100205B-KI_2_2	9	5	7955	2002.25675676	244.102499749	2014	2591023.03325	7389.93074579	0.00495467180571	4611.73658682	3.9498510427	9	10 uM	library	-41.3221098386744	-0.111919710806966	0.724351809994412
005AL100205B-KI_2_2	9	6	7587	1936.09693878	185.457054512	1972	2019064.12018	7083.32459513	0.00674407661624	4101.8127518	3.84736308316	9	3.3 uM	library	-41.7924156996335	-0.00453621385115587	0.902833168649391
005AL100205B-KI_2_2	9	7	7719	2233.93032787	209.026268815	2280	1916797.14954	7228.32490036	0.00709245351892	3965.90835516	3.38552631579	9	10 uM	library	-1.57200659824504	0.000283141874763595	-0.480899854369416
005AL100205B-KI_2_2	9	8	7593	2164.60493827	206.439008531	2207	1803865.18213	7104.62498443	0.0073515036521	3854.89845028	3.44041685546	9	3.3 uM	library	-6.68797153458314	0.00916094773132156	0.145805585041536
005AL100205B-KI_2_2	9	9	7230	2220.90995516	209.435632628	2268	1752982.75977	6754.90581136	0.00778085488329	3656.54638969	3.18783068783	9	10 uM	library	-3.00699495353351	0.0203610433148877	-1.07186740779793
005AL100205B-KI_2_2	9	10	7318	2259.24604256	206.47666767	2303	1768151.10592	6836.72325154	0.00771740506076	3687.62898815	3.17759444203	9	3.3 uM	library	0.927650536773576	0.0367031186969803	-1.42971365312906
005AL100205B-KI_2_2	9	11	9518	2467.28375959	209.395917938	2515	2122098.58388	8868.16502937	0.00729956812288	4784.62856157	3.78449304175	9	10 uM	library	23.4819642861527	-0.00159273910603757	0.340941950401051
005AL100205B-KI_2_2	9	12	8612	2356.78852972	219.954321699	2407	2010087.01625	8010.19495201	0.00730933738508	4309.57237653	3.57789779809	9	3.3 uM	library	11.1392128327941	0.00638165800645019	-0.332900338712321
005AL100205B-KI_2_2	9	13	9000	2394.39369931	215.473176626	2444	1978152.20215	8374.27410823	0.00784521877098	4441.77614841	3.68248772504	9	10 uM	library	27.4628997234045	0.0372694600527720	0.00368306702371289
005AL100205B-KI_2_2	9	14	7962	2241.05324413	226.123922106	2291	1850258.06603	7415.03088821	0.00720945580527	3969.43274828	3.47533828023	9	3.3 uM	library	6.55835968313773	0.00539543164490077	-0.371818775800426
005AL100205B-KI_2_2	9	15	7727	2202.82051282	182.591210378	2250	1771683.74429	7208.70095251	0.00775784357605	3810.68326636	3.43422222222	9	10 uM	library	9.15985470143489	0.0108428061699847	-0.479610648679708
005AL100205B-KI_2_2	9	16	7002	2148.78742817	219.200223616	2197	1690378.80457	6516.29954776	0.00770775498971	3467.51267855	3.18707328175	9	3.3 uM	library	-0.633246474204716	0.0272637878612322	-1.21747974889664
005AL100205B-KI_2_2	9	17	7375	2143.97826087	206.176979321	2190	1698322.0618	6888.29150843	0.00693235094546	3618.57345889	3.36757990868	9	10 uM	library	0.459196273692309	-0.0257859534018735	-0.980945625993881
005AL100205B-KI_2_2	9	18	8046	2126.48955795	194.688200263	2173	1845354.1997	7499.31566399	0.00806068343573	3900.82418244	3.70271514036	9	3.3 uM	library	2.26450420453909	0.0440609437697342	-0.195138207770129
005AL100205B-KI_2_2	9	19	9265	2271.26495726	199.840378882	2320	2093028.55108	8656.27892119	0.00729396030954	4557.85223211	3.99353448276	9	10 uM	library	19.8120972923698	0.0143688548701913	0.698467846810122
005AL100205B-KI_2_2	9	20	8640	2172.59560682	210.282398043	2214	2005644.82955	8094.40411349	0.00678639759943	4398.74388602	3.90243902439	9	3.3 uM	library	16.603278170157	0.0102326395540814	-0.332272624224036
005AL100205B-KI_2_2	9	21	8721	2043.00677966	230.022815638	2064	2812800.90603	8074.37341277	0.00553321359773	4942.44194976	4.22529069767	9	10 uM	library	-2.68666852067557	-0.00255277913436817	0.606363928681833
005AL100205B-KI_2_2	9	22	8428	1696.93562459	214.423733104	1708	2637529.36407	7843.48294922	0.00433344009294	4864.00355059	4.93442622951	9	3.3 uM	library	-30.1717874186136	-0.0175774116089999	1.85031854357915
005AL100205B-KI_2_2	10	3	8382	2574.3370343	247.030018796	2602	2598912.03326	7778.29009782	0.00617778547945	4705.42275701	3.22136817832	9	250 nM	18858	22.8783433779926	-0.0314096065173477	-0.0742950804116951
005AL100205B-KI_2_2	10	4	8715	2253.79942693	256.94236877	2269	2778861.53422	8110.77587832	0.00485334983886	4999.8904838	3.84089907448	9	0.1 ugml	Interferin	-11.6706214237203	-0.112112218534779	1.43491170175738
005AL100205B-KI_2_2	10	5	8880	2324.97555765	282.587434482	2345	2888448.29729	8208.91908014	0.00526642932596	5145.24598155	3.7867803838	9	1.1 uM	library	0.294404062568859	-0.0986261332400747	0.902902397281973
005AL100205B-KI_2_2	10	6	7866	2414.89396705	299.628233262	2437	2650473.16414	7293.78357118	0.00553418318351	4545.39157058	3.22773902339	9	0.37 uM	library	15.7034016015503	-0.0839928593889079	-0.304342213337689
005AL100205B-KI_2_2	10	7	8019	2192.98993289	253.940624136	2224	2553870.64742	7392.51220758	0.00658639112862	4508.12631031	3.60566546763	9	1.1 uM	library	-5.81586893414331	-0.0362724125254244	0.860765026692608
005AL100205B-KI_2_2	10	8	7355	2188.41772152	266.651029453	2229	2010767.69776	6846.35202708	0.00737534907609	3893.30048568	3.29968595783	9	0.37 uM	library	-1.68865726454591	0.0049052239223989	0.392161575333969
005AL100205B-KI_2_2	10	9	7409	2234.2238806	237.881495399	2285	2013067.21746	6897.45387654	0.00776893114538	3944.55180676	3.24245076586	9	1.1 uM	library	1.39980799561043	0.0139250575083013	-0.232584238386131
005AL100205B-KI_2_2	10	10	7601	2061.01298701	227.553192068	2082	2310751.92967	7072.48320861	0.0068911005072	4217.38821974	3.65081652257	9	0.37 uM	library	-22.8690853886037	-0.0193723735915317	0.680105809656323
005AL100205B-KI_2_2	10	11	7361	2256.13360324	253.487441242	2302	1729672.8709	6877.05303509	0.00746917396196	3658.82843301	3.19765421373	9	1.1 uM	library	0.633246474204716	0.00303617057667382	-0.766724048985682
005AL100205B-KI_2_2	10	12	7158	2302.06623377	230.435448999	2345	1674450.85732	6657.78142114	0.00791550936622	3575.53975276	3.05245202559	9	0.37 uM	library	6.18433691182384	0.037620879992847	-1.25422679664548
005AL100205B-KI_2_2	10	13	7590	2129.40863732	195.531892016	2173	1747796.75589	7050.54518419	0.00771341336328	3788.57346522	3.49286700414	9	1.1 uM	library	-2.25894941090571	0.0235262454777193	0.101649191838443
005AL100205B-KI_2_2	10	14	6930	2120.63136752	213.339565692	2164	1651642.10788	6442.17807075	0.00764930942371	3440.98377552	3.20240295749	9	0.37 uM	library	-6.09916340944543	0.0264969376087015	-0.526728233928376
005AL100205B-KI_2_2	10	15	7043	2053.86784141	192.235246071	2091	1897020.88553	6556.60798204	0.0074700873341	3782.80989488	3.36824485892	9	1.1 uM	library	-7.2897408448654	-0.0124061854308147	-0.00636353542389481
005AL100205B-KI_2_2	10	16	7863	2247.70967742	224.451197875	2293	1844960.58822	7302.06467591	0.00817011038325	3881.08033492	3.4291321413	9	0.37 uM	library	13.1352353450534	0.0497368597920428	0.190715593125213
005AL100205B-KI_2_2	10	17	7256	1949.67860525	211.356699834	1993	1698464.11708	6762.06471132	0.00762927045318	3569.35323059	3.6407425991	9	1.1 uM	library	-20.4934853113971	0.0109846641519536	0.52165572877117
005AL100205B-KI_2_2	10	18	7310	2027.22892442	211.139569196	2065	1738637.1504	6804.15591122	0.00820444523936	3607.03000709	3.53995157385	9	0.37 uM	library	-8.14147586864953	0.0471145644223185	-0.0156555369651115
005AL100205B-KI_2_2	10	19	7400	2103.15942671	215.429992433	2143	1742569.31922	6878.83134218	0.00773102638391	3680.70656232	3.45310312646	9	1.1 uM	library	1.2294609908536	0.0353004497687111	-0.268342693810477
005AL100205B-KI_2_2	10	20	7442	1968.90004635	231.007810968	2003	2252484.60621	6889.98582237	0.00679374154765	4044.05899175	3.71542685971	9	0.37 uM	library	-6.00843511343364	0.00497109009491617	-0.226389037641461
005AL100205B-KI_2_2	10	21	8367	1934.66494845	212.352904507	1954	2623841.74682	7744.08120786	0.00563794479453	4665.92887413	4.28198567042	9	1.1 uM	library	-13.3296531222215	-0.00187821754542960	1.45194479621949
005AL100205B-KI_2_2	10	22	7692	1934.23262821	222.848925002	1946	2664414.31059	7119.76682585	0.00473041917701	4475.06935954	3.95272353546	9	0.37 uM	library	0.424015914014269	0.000910733767382684	-0.455834012787049
005AL100205B-KI_2_2	11	3	8590	2304.91310751	255.260994945	2338	2773984.30325	7965.16628086	0.00560733288848	4797.27269797	3.67408041061	9	250 nM	18858	-0.540666580315138	-0.0636868195079683	0.581799518579498
005AL100205B-KI_2_2	11	4	7386	2198.38023504	270.34847639	2219	2522125.24035	6846.89092995	0.00537996384376	4269.50331267	3.32852636323	9	5 uM	Control X	-9.73014684779469	-0.0775191868557396	-0.838209134446764
005AL100205B-KI_2_2	11	5	8221	1996.53146853	215.035142001	2030	2517613.999	7551.63035587	0.0059316010843	4657.51434444	4.04975369458	9	10 uM	library	-29.1682213688506	-0.0555874967925629	0.98310346351765
005AL100205B-KI_2_2	11	6	7472	2055.0461753	212.813797248	2094	1953595.38368	6967.49664749	0.00741462986052	3928.92932914	3.56829035339	9	3.3 uM	library	-17.0772872268716	0.0331212538421427	0.0113228220047521
005AL100205B-KI_2_2	11	7	7471	2182.4549763	216.331276496	2227	1824215.58619	6963.0375439	0.00730548369246	3869.29123009	3.35473731477	9	10 uM	library	2.40522564325125	0.0100528953695128	-0.618822099333958
005AL100205B-KI_2_2	11	8	7614	2134.31792865	225.548864822	2175	1825254.36536	7125.58172363	0.00765601154185	3839.50231385	3.50068965517	9	3.3 uM	library	-0.222191745334988	0.0245066045375132	0.284273137721726
005AL100205B-KI_2_2	11	9	8639	2315.33888889	213.316643009	2366	1995646.70336	8073.82973279	0.00748451999277	4353.27479537	3.65131022823	9	10 uM	library	18.8640791789405	-0.000916877586882113	0.290408905250723
005AL100205B-KI_2_2	11	10	8052	2138.4940629	209.930014426	2183	1971490.40184	7515.70635947	0.00743750341878	4119.31486347	3.68850206138	9	3.3 uM	library	-3.03476892170038	0.0164268647448050	0.0765158547672982
005AL100205B-KI_2_2	11	11	7781	1939.29347826	202.017267288	1978	1938187.31926	7184.58389697	0.00796500445553	4037.06611876	3.93377148635	9	10 uM	library	-29.8958993348227	0.0357528340004244	0.749558478647036
005AL100205B-KI_2_2	11	12	7307	2160.71938776	248.811391241	2201	1783535.49447	6772.85148756	0.00736119750568	3781.89382664	3.31985461154	9	3.3 uM	library	-3.01440134504467	0.00632750389696407	-1.16058204207798
005AL100205B-KI_2_2	11	13	8117	2159.20155039	194.700432123	2203	1966041.9903	7604.7871558	0.00701630638062	4066.64292967	3.68452110758	9	10 uM	library	9.16170629931268	-0.0164710185951976	-0.0346170325665662
005AL100205B-KI_2_2	11	14	6966	2075.83989536	191.789372844	2118	1701019.13896	6515.4981292	0.00718529906059	3531.17765621	3.28895184136	9	3.3 uM	library	-3.68467977680522	0.000707769962191113	-0.982008689717754
005AL100205B-KI_2_2	11	15	6991	2007.19736842	192.657032777	2052	1722795.0282	6541.91143087	0.00827343368727	3490.79185235	3.40692007797	9	10 uM	library	-4.04574136297458	0.0390547008584087	-0.606949623498582
005AL100205B-KI_2_2	11	16	6621	2079.84878049	215.426242677	2130	1586135.88457	6189.97779852	0.00717770556073	3324.27481806	3.10845070423	9	3.3 uM	library	1.68495406879033	-0.00825989389818461	-1.50058595050902
005AL100205B-KI_2_2	11	17	6788	747.325886722	156.836682877	747	1722040.35958	6292.97130237	0.0075215093502	3481.28454977	9.08701472557	9	0.1 ul	Interferin	-160.281718693149	0.0069101994037257	16.3341495820610
005AL100205B-KI_2_2	11	18	7627	691.470930233	127.44871868	692	1806779.28818	7085.43007753	0.00738250226478	3801.13714773	11.0216763006	9	0.1 ul	Interferin	-162.979496801092	-0.000491912577777225	21.9748221448555
005AL100205B-KI_2_2	11	19	8017	2082.39130435	208.74165111	2125	2078590.21118	7464.38753903	0.00706515576266	4184.85703477	3.77270588235	9	10 uM	library	6.9620080204963	-0.00279284317069385	-0.0162605451756686
